,playlist_id,description,image,name,name_translated,descr_translated
15,3aPpPHkjDuUbgPDJ8Y7BDa,,https://i.scdn.co/image/ab67616d00001e02ecfe3a20789aa24e8ab54bad,Rep,Rep,
16,2CN5ly6UkhzqOZcnOsP6SN,,https://mosaic.scdn.co/640/ab67616d00001e0250dba34377a595e35f81b0e4ab67616d00001e02670ec029374e082f921f9f74ab67616d00001e029164bafe9aaa168d93f4816aab67616d00001e02f1fefcc58d55ff5f0f55162e,Tension 13,Tension 13,
17,2u8xCrqk81ZaZSQsTNBGxC,,https://mosaic.scdn.co/640/ab67616d00001e025bb047e8f28691f34f00e9daab67616d00001e0272033a5e2c7bfd38ed554ec6ab67616d00001e02a4fc0ea30e9e2574b55cecbdab67616d00001e02ecfe3a20789aa24e8ab54bad,Berklee A&R Dylan White,Berklee A&R Dylan White,
18,37i9dQZF1EMdbwJOuG3HrU,"The songs you loved most this year, all wrapped up.",https://lineup-images.scdn.co/wrapped-2020-top100_DEFAULT-en.jpg,Your Top Songs 2020,Your Top Songs 2020,"The songs you loved most this year, all wrapped up."
19,7ptqxVdu3GUzcOMu40ku51,Playlist transferred with SongShift,https://mosaic.scdn.co/640/ab67616d00001e020c3bca1fb76a6fdd887c22c9ab67616d00001e022464215e33cab1be7d5bad75ab67616d00001e02447f4790c573e0b808778441ab67616d00001e02716d4cf4ddd514e2acc6844c,Sunday Morning Coming Down,Sunday Morning Coming Down,Playlist transferred with SongShift
20,3wobaAPd9jWkhKI1KyPcGj,,https://mosaic.scdn.co/640/ab67616d00001e021e430273e8e337aaeb666bc9ab67616d00001e029f06367f9a07d24fc9c641a9ab67616d00001e02bc89de040bec0294d3104fa5ab67616d00001e02d14bd531dda3d3e77202067c,WHDT Motown Sound 2020,WHDT Motown Sound 2020,
21,6ODbnBAMrDotz6ufFvyxDG,,https://image-cdn-ak.spotifycdn.com/image/ab67706c0000da8459722c8353eb2574f301a6d2,WHDT Ring of Fire 2019,WHDT Ring of Fire 2019,
22,3oxIyJhwXCt6DE5wp3ufOC,,https://mosaic.scdn.co/640/ab67616d00001e02768b62b3a41a9fef037cb2c6ab67616d00001e02b1c4b76e23414c9f20242268ab67616d00001e02beeb734c5d30ac6c5dc0bb19ab67616d00001e02e71dd15fc5bdefd5bff70452,songs for a new way of thinking,songs for a new way of thinking,
23,0jYMHq4XeouTcpGnfOI1xq,,https://mosaic.scdn.co/640/ab67616d00001e0208181b9f840a06e7a071cf72ab67616d00001e0247177531ab6432814c058cf9ab67616d00001e025e3c785effd8fd82cc096901ab67616d00001e02cd118011fc8e35524e2fb60a,songs for a new city pt. ii,songs for a new city pt. ii,
24,6j7emVezwOANDeZ1nC16eN,,https://mosaic.scdn.co/640/ab67616d00001e021af9e8390e2d251b916d9185ab67616d00001e022e9b39ce0d66cbcf4b4c673aab67616d00001e0280e753390a8b665653c2f82fab67616d00001e0291dc8442223c957094fdca6a,jugoo,jugoo,
25,0rdHhDDbEw6zNkP1zBwOJK,,https://mosaic.scdn.co/640/ab67616d00001e0252de8032a6901f4dbe35d4aeab67616d00001e02891ce1d53914077e2154a33bab67616d00001e02941001e5ce6bc1272466de29ab67616d00001e02cbef5b6e71742bc303e27af5,employee discount ,employee discount,
26,6F4S7qdujD6GXPJuplOM3x,,https://mosaic.scdn.co/640/ab67616d00001e0205c7aec05eabf142cc33b936ab67616d00001e024c3bbcff5e7248e415548f12ab67616d00001e028f09dd4d56cde1a2cda18604ab67616d00001e02d55ec7fcfacd95e73877b787,boaz,boaz,
27,0ZuFSx80ofZIRh5wzkAQqg,,https://mosaic.scdn.co/640/ab67616d00001e022ebf129f0db6d0e88372600eab67616d00001e022ff5b3c569d024ad6d3fef15ab67616d00001e027cfddb7302f635dc0481cf53ab67616d00001e02c7af862b36131bcc607b681d,müller-thurgau,müller-thurgau,
28,0Q1FuhoRlQyIaZz7Mgkwj2,,https://mosaic.scdn.co/640/ab67616d00001e0284c68030e84aaaa70fe53bd4ab67616d00001e02cc03676408b5f18e4526fd02ab67616d00001e02e5779616a9647e8ed31eb438ab67616d00001e02f9c424c0f5733f74a9713c4a,vida,life,
29,38SeXc4y2U6AltrgO5Q9Hk,,https://mosaic.scdn.co/640/ab67616d00001e02275a3e31ea8b473fad22de0aab67616d00001e02656cd0009d1be01d3d456a92ab67616d00001e027def01c2dff618fb4e788450ab67616d00001e02f77cc9edbd8f395595e39302,bulleit on the rocks ,bulleit on the rocks,
30,4z4wPjEIhJBPWZ8m0OvT8u,,https://mosaic.scdn.co/640/ab67616d00001e022fc23e78e87d793054bba090ab67616d00001e0290a53a65426b86ef424fb474ab67616d00001e0298de77f662a83fd37eed5f90ab67616d00001e02bb05d6a2671766e6e633a131,Days Like This,Days Like This,
31,7AJNqGCjT0rAF2mQEMhYJi,,https://mosaic.scdn.co/640/ab67616d00001e021784842155640874660c878bab67616d00001e02774ebe836bef8daf6cdd6628ab67616d00001e02ace36cf9e943c024446cb83eab67616d00001e02d0d9faaff97a900ca5e3519c,songs for a new city,songs for a new city,
32,22kp8G0DBF9qhtuMg7mIav,,https://mosaic.scdn.co/640/ab67616d00001e024117e531f63855d072059d6eab67616d00001e0243f5bd543a2a1ab37fb40a8bab67616d00001e029a656f4889ae7827fcbd4063ab67616d00001e02d272c37389bd3d9c20564166,Drops,Drops,
33,631Iccox8Dy1aLEZe7aoxa,,https://mosaic.scdn.co/640/ab67616d00001e023bdcce59b390456941d964d1ab67616d00001e025b99d617fded680ebc20bd04ab67616d00001e02773651f335ef7b62e92a03f5ab67616d00001e028e6a46aeab2a69484be13e79,2015,2015,
34,60NIAKei8URPEFN72Th2SU,,https://mosaic.scdn.co/640/ab67616d00001e02694e13b3704d7ee5ca8f8cccab67616d00001e0269dbf30f675143e030ddaa0cab67616d00001e02c5a879823bf301e13ca50a60ab67616d00001e02f708acf0bb050c2b5e45e1c5,Bangin' Showtunes ,Bangin' Showtunes,
35,2Ty52WDdNY2bz8dQ4x2i9l,,https://mosaic.scdn.co/640/ab67616d00001e0252de8032a6901f4dbe35d4aeab67616d00001e02646d96db3fdc0d2d4d8b2d57ab67616d00001e02ace36cf9e943c024446cb83eab67616d00001e02da6d4eae821d84b619175ff2,Winter Hymnal,Winter Hymnal,
36,3IcgTbZOZc03efMPWbTJKE,,https://mosaic.scdn.co/640/ab67616d00001e022d6c29b7344a787ce6631f74ab67616d00001e02ede643c4d796a8c50cceb34dab67616d00001e02f5fdf21e58cdd28d03d1462aab67616d00001e02facd59568d0cfc3200296bb2,Into The Mystic,Into The Mystic,
37,1vpGpfdcHxiy8FXeOhmQrN,,https://mosaic.scdn.co/640/ab67616d00001e029ab215825eb77076b1b4b387ab67616d00001e029e16ed623bdafa4eff9f6799ab67616d00001e02afbbb944950de88267c198a1ab67616d00001e02d55d04d0d98816ddbcfd2b51,Cherry Wine,Cherry Wine,
38,7LxwNQ3BwGxG5mPoXywawg,,https://mosaic.scdn.co/640/ab67616d00001e022017093d1e2c3993292996f9ab67616d00001e02384bb0a90a65ce132e9feda0ab67616d00001e02a3765c103221266e231b4a47ab67616d00001e02ff5429125128b43572dbdccd,Workout,Workout,
39,4YyZ3tWDGS8tz836BpbUHh,,https://mosaic.scdn.co/640/ab67616d00001e0205fb4e9947c6edaf3836766eab67616d00001e0275eb2a091be94d156c53ed6fab67616d00001e027786f9229b0e5999a65f7165ab67616d00001e029a36ab0a012256617dc316a2,autumn leaves,autumn leaves,
40,4AQ7JaFlR6K5jt28iNa3di,,https://mosaic.scdn.co/640/ab67616d00001e0202c7226597f9e4da440764cfab67616d00001e023c6bbf44de57c6eb51818694ab67616d00001e02534d55cad1440599a26ef77aab67616d00001e02d8c6a5f61c10ad6e9f250246,Summertime Confessional,Summertime Confessional,
41,0aC9zEmrYrG53l4iyaBv0b,,https://mosaic.scdn.co/640/ab67616d00001e022cd9854631f7711c38a2fa2aab67616d00001e0277b56ca401a6c40c2079f43bab67616d00001e02a5d34721fa2749703aa1b07bab67616d00001e02ed034ce9c8c4bf2e5f997888,Starbucks,Starbucks,
42,3QV2sBJr62rGMXZK8VwwiG,,https://mosaic.scdn.co/640/ab67616d00001e0248d5947c976c243542c25e21ab67616d00001e0283f27bcb07a680e2d918c09fab67616d00001e02c4c4a5d82534d5e6b2ed349aab67616d00001e02e01e8ddf32f68b37231aaf3a,Autumn in New York City,Autumn in New York City,
43,5uNH8xLRBWzevanTtGSUuL,,https://mosaic.scdn.co/640/ab67616d00001e027f7f7af064367860ab4f4cc4ab67616d00001e029a36ab0a012256617dc316a2ab67616d00001e02add0c20681134a6b0d61a006ab67616d00001e02bed30c3640a8c8929d65ed3f,Summertime in New York City,Summertime in New York City,
44,2Ec7KPFhMDfrbg6HaC59iQ,,https://mosaic.scdn.co/640/ab67616d00001e0207a657ce2906e7b49edb9a2aab67616d00001e021c3e0a58f3ee28af2922e351ab67616d00001e027236a7e57217311e1e096f91ab67616d00001e02fa7f7570c5805171df5ac464,Springtime for Hitler ,Springtime for Hitler,
45,6clYLe4WXEaHq4gD3B0MGE,,https://mosaic.scdn.co/640/ab67616d00001e02383811a9b3081023c612fb7bab67616d00001e02503d0298bda4cb4443ec1f65ab67616d00001e0250d0f804d99434786da6ff2cab67616d00001e02baa7e13698fee4054799e29f,Liked from Radio,Liked from Radio,
46,1Okvbx0ThuVprE2FvmRIFn,,https://mosaic.scdn.co/640/ab67616d00001e02121d5f92cf90576907dfb1e5ab67616d00001e02282f3a36a0cd61ee7942f4bfab67616d00001e02c30dd35086a80c5f19a6133aab67616d00001e02c4e5f47678ae0cc7a4141746,Misc. ,Misc.,
47,4HT9EuXcl6TIvwU7NncngG,,https://mosaic.scdn.co/640/ab67616d00001e020b8b41f260c2491ff43b0771ab67616d00001e02399bd97600df8951a63c2cdcab67616d00001e0248f9b44d24143b8ed9c5427cab67616d00001e029921515d1f6a08b5d4907014,Country ,Country,
48,3m8S61otUvBF5hOM9AOJcm,Playlist transferred with SongShift,https://mosaic.scdn.co/640/ab67616d00001e0225d10f813fd1114b2bb9e39aab67616d00001e02369592c0a4584139b59ca62eab67616d00001e0293a1519118102a6d78164713ab67616d00001e02b27e8134e3fe91c3288e3cb7,Belonging,Belonging,Playlist transferred with SongShift
49,4LzMUiuOjnBlaxD1eBliqK,,https://mosaic.scdn.co/640/ab67616d00001e021413cad8a4043c23a248a09dab67616d00001e021fa9d2164ec4f21c2e72bde9ab67616d00001e0284472c84dee6997631f2b07dab67616d00001e02feb93d5a7f8e5bc9436e209e,1 Liked songs ,1 Liked songs,
50,4UCD4KcG7ohxUurJiDyQAo,,https://mosaic.scdn.co/640/ab67616d00001e024e70b027a9e350cc1429429dab67616d00001e026e2cddce5af55e7b3df64af0ab67616d00001e026e54fc0b329c20c3024f02c5ab67616d00001e02ed608a8a84ddd613266ee69d,Dance,Dance,
51,7ABxRXEFyUDsiotg32QKhz,,https://image-cdn-ak.spotifycdn.com/image/ab67706c0000da84163582850da49bfdd79d2fd1,Ambient ,Ambient,
52,4Uz1ScPAZw8s8xaifk5aMT,,https://image-cdn-ak.spotifycdn.com/image/ab67706c0000da84bcfff35952f22f76dbd97d6c,Colorado Memories,Colorado Memories,
53,5AbT72hzXhklv8G2L7e5ZD,,https://image-cdn-ak.spotifycdn.com/image/ab67706c0000da848cc1407b8a5c6fd495630b6f,Yoga Flow,Yoga Flow,
54,7FMp0Llb3kFF9n64XEnFe1,,https://image-cdn-ak.spotifycdn.com/image/ab67706c0000da846692fb2c4a627f5043c75f4e,Spring Favorites,Spring Favorites,
55,6Rf0rXA7V8pGjn5DqAPwrt,,https://image-cdn-ak.spotifycdn.com/image/ab67706c0000da8438a5d614f5a42e1107af7208,Winter Favorites,Winter Favorites,
56,6o8vqcQqgcB4ZWk4LfHgug,,https://image-cdn-ak.spotifycdn.com/image/ab67706c0000da8408bb55de7be226d3479d5389,New Love,New Love,
57,3nH0ds1fgOqwqQ0pcgo3LK,,https://image-cdn-ak.spotifycdn.com/image/ab67706c0000da84b747959a3cb2b3825c1e4d61,Pop playlist,Pop playlist,
58,6wB7x3TZNyfMlCM6hiIOhM,,https://image-cdn-ak.spotifycdn.com/image/ab67706c0000da84994e8b7568d27dfe9aaaf042,Fall Favorites,Fall Favorites,
59,4WFNrMvZ3TSNUIHV4Qu5Kn,,https://image-cdn-fa.spotifycdn.com/image/ab67706c0000da841ee190e3910f766884687194,Summer Favorites,Summer Favorites,
60,2stH9FMaU2wgpM8oMUnn97,,https://image-cdn-ak.spotifycdn.com/image/ab67706c0000da847f89bcdc8259f4f1df9e55f7,Favorites,Favorites,
61,7rbBK99jpKMNFaz0fA1VrS,,https://image-cdn-ak.spotifycdn.com/image/ab67706c0000da8498723004591ef2ccd8061301,Curious,Curious,
62,3g3JrJk3d5xbmmu4mg0afN,,https://image-cdn-ak.spotifycdn.com/image/ab67706c0000da843bb487050a59519ee39f1c46,Belonging,Belonging,
63,3Yr3rELDxzJuQuzhYbW7em,,https://image-cdn-ak.spotifycdn.com/image/ab67706c0000da84577cc77a105f302d380eec27,Anxious,Anxious,
64,27nP4qOG4cPSyKgMwtpP7W,,https://image-cdn-ak.spotifycdn.com/image/ab67706c0000da84aa774503487c67f17f32b9c6,Grief,Grief,
65,5I2erybNckUrwFXm7Vt9qZ,,https://mosaic.scdn.co/640/ab67616d00001e022708b58d369ad15926a02e31ab67616d00001e02cd63c5962050729d260077d6ab67616d00001e02de0dea2e10958919f64191c3ab67616d00001e02ed2d8c6a4d9632c84e208650,My Shazam Tracks,My Shazam Tracks,
66,1cavo7S3OsSBzBB6zlnTpt,,https://i.scdn.co/image/ab67616d00001e02d7d354b5ee37f62c88e392d9,Bloom – RÜFÜS DU SOL,Bloom – RÜFÜS DU SOL,
67,0aRPYm3fWJKf6Lip3C7xwX,,https://i.scdn.co/image/ab67616d00001e029300f050ab5463656bb051a5,The Decemberists – I'll Be Your Girl,The Decemberists – I'll Be Your Girl,
68,0NHmYTHENJyeQ0UNjbR7jT,,https://image-cdn-ak.spotifycdn.com/image/ab67706c0000da848af7598e822085d47da0d401,2018 Begendings,2018 Begendings,
69,6LdWRjaz7AkFyaGhTRlXq0,,https://i.scdn.co/image/ab67616d00001e02eba537985496d3e086ab6f49,No Roots – Alice Merton,No Roots – Alice Merton,
70,4B9RfnPfoTzacK4Q22PUVg,,https://image-cdn-ak.spotifycdn.com/image/ab67706c0000da8400f8ede2af68307ffe11f9a2,Fools Gold,Fools Gold,
71,2pOLDLc1MCbT8EiVuJxTdx,,https://i.scdn.co/image/ab67616d00001e02f8553e18a11209d4becd0336,Lorde – Melodrama,Lorde – Melodrama,
72,1acW3xpF2BUdPhk5fzxT09,67 and other goodies.,https://image-cdn-ak.spotifycdn.com/image/ab67706c0000da8470744e657ba46a43ef9b8345,"Love,Haight and Ashbury","Love,Haight and Ashbury",67 and other goodies.
73,2NdgN1Ei0TgMh7OINeqH9m,,https://i.scdn.co/image/ab67616d00001e02269aafa6f88bc6e16b0c3ea2,Sammy Davis Jr. – Porgy And Bess,Sammy Davis Jr. – Porgy And Bess,
74,56jNWj00PXHGxK9qofl9kh,,https://i.scdn.co/image/ab67616d00001e027f412ae3118a74acf29aa530,"Tony Thomas – Gershwin, G. - Conversations With I. Gershwin, Astaire, Levant, Whiteman, Schwarz and Alfred Newman","Tony Thomas – Gershwin, G. - Conversations With I. Gershwin, Astaire, Levant, Whiteman, Schwarz and Alfred Newman",
75,6A3ckggAlFJhg51vYA1aQC,,https://image-cdn-ak.spotifycdn.com/image/ab67706c0000da841f8d06e26fda12eede59a084,Inevitable or I tried to tell you.,Inevitable or I tried to tell you.,
76,5TP3SHq22KkJWur6uGjPpJ,,https://image-cdn-ak.spotifycdn.com/image/ab67706c0000da84851e580c34304a1234224d60,Broken over Her,Broken over Her,
77,3lmuMkIBfX78ydLFlAcWEc,,https://image-cdn-ak.spotifycdn.com/image/ab67706c0000da845eb84f0a1568a97a8bd343ec,Alone Forever,Alone Forever,
78,7gaZg13yNThxaufVeSVbeP,,https://image-cdn-ak.spotifycdn.com/image/ab67706c0000da840aeaf32349b3b9a3c4a1a0e1,E...motion,E...motion,
79,37ilqohCH6EIYssC4CI7io,,https://i.scdn.co/image/ab67616d00001e0259a2a00dfa08bb0b2fa692c9,"Father John Misty – I Love You, Honeybear","Father John Misty – I Love You, Honeybear",
80,0zs2ZJe5zBlRy72BLQBg7x,,https://i.scdn.co/image/ab67616d00001e025feaee09144f20f365f04018,Tony Bennett – The Movie Song Album,Tony Bennett – The Movie Song Album,
81,3go6mrxyYhvRqoJqafN30H,,https://image-cdn-ak.spotifycdn.com/image/ab67706c0000da84015108d85511c50f36694d01,Post Malone and other Treasures – White Iverson,Post Malone and other Treasures – White Iverson,
82,2YoQn7nraeatsbFUQ3bUYS,,https://mosaic.scdn.co/640/ab67616d00001e021f0663c9fa0d96f4ba07ce3bab67616d00001e0239a2bb3c9e467e527407a6a5ab67616d00001e024b292ed7c7360a04d3d6b74aab67616d00001e02b9eca179ac50136e43ee136b,This is: Elton John,This is: Elton John,
83,45Vh2D1s0lXPY7yu9oVHqv,,https://i.scdn.co/image/ab67616d00001e020d289e165465d121cd82d2ea,Banks – Goddess,Banks – Goddess,
84,6xIWHpFjweJrztEENI0oDC,,https://i.scdn.co/image/ab67616d00001e02415e5ff0f5a631e22af127a6,The Band – The Last Waltz,The Band – The Last Waltz,
85,2uzySYdkWTaZNqKvXWkdIo,,https://i.scdn.co/image/ab67616d00001e02ab1d7b56d97842315dd0fdaa,Beastie Boys – Hello Nasty (Deluxe Version) [Remastered],Beastie Boys – Hello Nasty (Deluxe Version) [Remastered],
86,1iJBGE2uUwd1CO49Wnf87h,,https://mosaic.scdn.co/640/ab67616d00001e022d6d46ea0c000c11083f2158ab67616d00001e02ae6d8e36136353d550b2587dab67616d00001e02d400d27cba05bb0545533864ab67616d00001e02e175a19e530c898d167d39bf,90s Rock Renaissance,90s Rock Renaissance,
87,4XhtCLS2Uck9x8gnc7WYXA,,https://i.scdn.co/image/ab67616d00001e02f67ea4e620f14bd9dad994e5,Birdy – Beautiful Lies,Birdy – Beautiful Lies,
88,7pBNttSfmsAgTKEo7p68ZM,,https://mosaic.scdn.co/640/ab67616d00001e023a7c61f8e1b879dd5a2a8ae3ab67616d00001e02567b0a6defc057bcbfaedadbab67616d00001e0258406b3f1ac3ceaff7a64fefab67616d00001e0271309baa61581ee451c12285,Red Hot Chili Peppers – The Getaway,Red Hot Chili Peppers – The Getaway,
89,257Q5BaajTDsA9GKvP75X7,,https://i.scdn.co/image/ab67616d00001e02dde1a49f8cdfdeffc14b8b85,The National – Trouble Will Find Me,The National – Trouble Will Find Me,
90,7MPZ8hL6jQgH7wZaNYj46d,,https://i.scdn.co/image/ab67616d00001e02cb4ec52c48a6b071ed2ab6bc,"Various Artists – Suicide Squad: The Album (Full album available on Spotify August 5th, Save to your collection in advance now, and get tracks as they become available)","Various Artists – Suicide Squad: The Album (Full album available on Spotify August 5th, Save to your collection in advance now, and get tracks as they become available)",
91,1YV6CPoRQJFUp9QvdKwbIf,,https://i.scdn.co/image/ab67616d00001e021df095837ba73ad5d6fa274d,Various Artists – Day of the Dead,Various Artists – Day of the Dead,
92,6pc1L8AsmnpcwOAa9upL3X,,https://mosaic.scdn.co/640/ab67616d00001e024139c9208eeed67d2a211bebab67616d00001e02436e38032cf3389d01426ecaab67616d00001e0252d407ba4ee42f44c4559440ab67616d00001e027e09670f90cd47b3fb9a23e0,90s Pop Rock Essentials,90s Pop Rock Essentials,
93,1IXiCAnCakNW9rcHjYlczb,,https://i.scdn.co/image/ab67616d00001e024945f28f1d0a3861711f918f,Lulu – Greatest Hits,Lulu – Greatest Hits,
94,4wcQsa5s4tBFk4pgTmQRr1,,https://i.scdn.co/image/ab67616d00001e02aad25154a44dfd4fd232c97e,Various Artists – Dreams of the San Joaquin,Various Artists – Dreams of the San Joaquin,
95,3ySyconkBo9JjPgrois2vV,,https://i.scdn.co/image/ab67616d00001e02cfcc390e872aaac3aaaca494,The Phoenix Symphony – Elmer Bernstein: The Magnificent Seven/Hallelujah Trail,The Phoenix Symphony – Elmer Bernstein: The Magnificent Seven/Hallelujah Trail,
96,3KAWB9iwugcVN2lO1bZAXz,,https://mosaic.scdn.co/640/ab67616d00001e026976009675621c80cafa1ff5ab67616d00001e02db16db05648965be0768aabbab67616d00001e02e41d06d160341aeb2c3776b4ab67616d00001e02f2f3cd931f707244804807c1,My Metallica ,My Metallica,
97,3up4visU0gQ95Ks4qSoXpU,,https://i.scdn.co/image/ab67616d00001e0260769b63959dae5a1fdd38bd,Fink – Fink Meets The Royal Concertgebouw Orchestra,Fink – Fink Meets The Royal Concertgebouw Orchestra,
